sentence_id,sentence,cleaned_sentence,tokens
69,",
     Presently Frodo got up and walked away; and Sam saw that while the others restrained themselves and did not stare at him, the eyes of Boromir followed Frodo intently, until he passed out of sight in the trees at the foot of Amon Hen.",presently frodo got up and walked away and sam saw that while the others restrained themselves and did not stare at him the eyes of boromir followed frodo intently until he passed out of sight in the trees at the foot of amon hen,presently frodo got walked away sam saw others restrained stare eyes boromir followed frodo intently passed sight trees foot amon hen
70,"Wandering aimlessly at first in the wood, Frodo found that his feet were leading him up towards the slopes of the hill.",wandering aimlessly at first in the wood frodo found that his feet were leading him up towards the slopes of the hill,wandering aimlessly first wood frodo found feet leading towards slopes hill
71,"He came to a path, the dwindling ruins of a road of long ago.",he came to a path the dwindling ruins of a road of long ago,came path dwindling ruins road long ago
72,"In steep places stairs of stone had been hewn, but now they were cracked and worn, and split by the roots of trees.",in steep places stairs of stone had been hewn but now they were cracked and worn and split by the roots of trees,steep places stairs stone hewn cracked worn split roots trees
73,"For some while he climbed, not caring which way he went, until he came to a grassy place.",for some while he climbed not caring which way he went until he came to a grassy place,climbed caring way went came grassy place
74,"Rowan-trees grew about it, and in the midst was a wide flat stone.",rowantrees grew about it and in the midst was a wide flat stone,rowantrees grew midst wide flat stone
75,The little upland lawn was open upon the East and was filled now with the early sunlight.,the little upland lawn was open upon the east and was filled now with the early sunlight,little upland lawn open upon east filled early sunlight
76,"Frodo halted and looked out over the River, far below him, to Tol Brandir and the birds wheeling in the great gulf of air between him and the untrodden isle.",frodo halted and looked out over the river far below him to tol brandir and the birds wheeling in the great gulf of air between him and the untrodden isle,frodo halted looked river far tol brandir birds wheeling great gulf air untrodden isle
77,The voice of Rauros was a mighty roaring mingled with a deep throbbing boom.,the voice of rauros was a mighty roaring mingled with a deep throbbing boom,voice rauros mighty roaring mingled deep throbbing boom
78,"He sat down upon the stone and cupped his chin in his hands, staring eastwards but seeing little with his eyes.",he sat down upon the stone and cupped his chin in his hands staring eastwards but seeing little with his eyes,sat upon stone cupped chin hands staring eastwards seeing little eyes
79,"All that had happened since Bilbo left the Shire was passing through his mind, and he recalled and pondered everything that he could remember of Gandalf's words.",all that had happened since bilbo left the shire was passing through his mind and he recalled and pondered everything that he could remember of gandalfs words,happened since bilbo left shire passing mind recalled pondered everything could remember gandalfs words
80,"Time went on, and still he was no nearer to a choice.",time went on and still he was no nearer to a choice,time went still nearer choice
81,"Suddenly he awoke from his thoughts: a strange feeling came to him that something was behind him, that unfriendly eyes were upon him.",suddenly he awoke from his thoughts a strange feeling came to him that something was behind him that unfriendly eyes were upon him,suddenly awoke thoughts strange feeling came something behind unfriendly eyes upon
82,"He sprang up and turned; but all that he saw to his surprise was Boromir, and his face was smiling and kind.",he sprang up and turned but all that he saw to his surprise was boromir and his face was smiling and kind,sprang turned saw surprise boromir face smiling kind
83,"`I was afraid for you, Frodo,' he said, coming forward.",i was afraid for you frodo he said coming forward,afraid frodo said coming forward
84,"`If Aragorn is right and Orcs are near, then none of us should wander alone, and you least of all: so much depends on you.",if aragorn is right and orcs are near then none of us should wander alone and you least of all so much depends on you,aragorn right orcs near none us wander alone least much depends
85,And my heart too is heavy.,and my heart too is heavy,heart heavy
86,"May I stay now and talk for a while, since I have found you?",may i stay now and talk for a while since i have found you,may stay talk since found
87,It would comfort me.,it would comfort me,would comfort
88,"Where there are so many, all speech becomes a debate without end.",where there are so many all speech becomes a debate without end,many speech becomes debate without end
89,But two together may perhaps find wisdom.',but two together may perhaps find wisdom,two together may perhaps find wisdom
90,"`You are kind,' answered Frodo.",you are kind answered frodo,kind answered frodo
91,'But I do not think that any speech will help me.,but i do not think that any speech will help me,think speech help
92,"For I know what I should do, but I am afraid of doing it, Boromir: afraid.'",for i know what i should do but i am afraid of doing it boromir afraid,know afraid boromir afraid
93,Boromir stood silent.,boromir stood silent,boromir stood silent
94,Rauros roared endlessly on.,rauros roared endlessly on,rauros roared endlessly
95,The wind murmured in the branches of the trees.,the wind murmured in the branches of the trees,wind murmured branches trees
96,Frodo shivered.,frodo shivered,frodo shivered
97,Suddenly Boromir came and sat beside him.,suddenly boromir came and sat beside him,suddenly boromir came sat beside
98,`Are you sure that you do not suffer needlessly? ',are you sure that you do not suffer needlessly,sure suffer needlessly
99,he said.,he said,said
100,`I wish to help you.,i wish to help you,wish help
101,You need counsel in your hard choice.,you need counsel in your hard choice,need counsel hard choice
102,Will you not take mine? ',will you not take mine,take mine
103,"'I think I know already what counsel you would give, Boromir,' said Frodo.",i think i know already what counsel you would give boromir said frodo,think know already counsel would give boromir said frodo
104,'And it would seem like wisdom but for the warning of my heart.',and it would seem like wisdom but for the warning of my heart,would seem like wisdom warning heart
105,`Warning?,warning,warning
106,Warning against what? ',warning against what,warning
107,said Boromir sharply.,said boromir sharply,said boromir sharply
108,'Against delay.,against delay,delay
109,Against the way that seems easier.,against the way that seems easier,way seems easier
110,Against refusal of the burden that is laid on me.,against refusal of the burden that is laid on me,refusal burden laid
111,"Against-well, if it must be said, against trust in the strength and truth of Men.'",againstwell if it must be said against trust in the strength and truth of men,againstwell must said trust strength truth men
112,"`Yet that strength has long protected you far away in your little country, though you knew it not.'",yet that strength has long protected you far away in your little country though you knew it not,yet strength long protected far away little country though knew
113,'I do not doubt the valour of your people.,i do not doubt the valour of your people,doubt valour people
114,But the world is changing.,but the world is changing,world changing
115,"The walls of Minas Tirith may be strong, but they are not strong enough.",the walls of minas tirith may be strong but they are not strong enough,walls minas tirith may strong strong enough
116,"If they fail, what then? '",if they fail what then,fail
117,'We shall fall in battle valiantly.,we shall fall in battle valiantly,shall fall battle valiantly
118,Yet there is still hope that they will not fail.',yet there is still hope that they will not fail,yet still hope fail
119,"'No hope while the Ring lasts,' said Frodo.",no hope while the ring lasts said frodo,hope ring lasts said frodo
120,'Ah!,ah,ah
121,The Ring! ',the ring,ring
122,"said Boromir, his eyes lighting.",said boromir his eyes lighting,said boromir eyes lighting
123,'The Ring!,the ring,ring
124,Is it not a strange fate that we should suffer so much fear and doubt for so small a thing?,is it not a strange fate that we should suffer so much fear and doubt for so small a thing,strange fate suffer much fear doubt small thing
125,So small a thing!,so small a thing,small thing
126,And I have seen it only for an instant in the House of Elrond.,and i have seen it only for an instant in the house of elrond,seen instant house elrond
127,Could I not have a sight of it again? ',could i not have a sight of it again,could sight
128,Frodo looked up.,frodo looked up,frodo looked
129,His heart went suddenly cold.,his heart went suddenly cold,heart went suddenly cold
130,"He caught the strange gleam in Boromir's eyes, yet his face was still kind and friendly.",he caught the strange gleam in boromirs eyes yet his face was still kind and friendly,caught strange gleam boromirs eyes yet face still kind friendly
131,"'It is best that it should lie hidden,' he answered.",it is best that it should lie hidden he answered,best lie hidden answered
132,'As you wish.,as you wish,wish
133,"I care not,' said Boromir.",i care not said boromir,care said boromir
134,'Yet may I not even speak of it?,yet may i not even speak of it,yet may even speak
135,For you seem ever to think only of its power in the hands of the Enemy: of its evil uses not of its good.,for you seem ever to think only of its power in the hands of the enemy of its evil uses not of its good,seem ever think power hands enemy evil uses good
136,"The world is changing, you say.",the world is changing you say,world changing say
137,"Minas Tirith will fall, if the Ring lasts.",minas tirith will fall if the ring lasts,minas tirith fall ring lasts
138,But why?,but why,
139,"Certainly, if the Ring were with the Enemy.",certainly if the ring were with the enemy,certainly ring enemy
140,"But why, if it were with us? '",but why if it were with us,us
141,'Were you not at the Council? ',were you not at the council,council
142,answered Frodo.,answered frodo,answered frodo
143,"`Because we cannot use it, and what is done with it turns to evil.'",because we cannot use it and what is done with it turns to evil,use done turns evil
144,Boromir got up and walked about impatiently.,boromir got up and walked about impatiently,boromir got walked impatiently
145,"'So you go on,' he cried.",so you go on he cried,go cried
146,"'Gandalf, Elrond  all these folk have taught you to say so.",gandalf elrond all these folk have taught you to say so,gandalf elrond folk taught say
147,For themselves they may be right.,for themselves they may be right,may right
148,"These elves and half-elves and wizards, they would come to grief perhaps.",these elves and halfelves and wizards they would come to grief perhaps,elves halfelves wizards would come grief perhaps
149,Yet often I doubt if they are wise and not merely timid.,yet often i doubt if they are wise and not merely timid,yet often doubt wise merely timid
150,But each to his own kind.,but each to his own kind,kind
151,"True-hearted Men, they will not be corrupted.",truehearted men they will not be corrupted,truehearted men corrupted
152,We of Minas Tirith have been staunch through long years of trial.,we of minas tirith have been staunch through long years of trial,minas tirith staunch long years trial
153,"We do not desire the power of wizard-lords, only strength to defend ourselves, strength in a just cause.",we do not desire the power of wizardlords only strength to defend ourselves strength in a just cause,desire power wizardlords strength defend strength cause
154,And behold!,and behold,behold
155,in our need chance brings to light the -Ring of Power.,in our need chance brings to light the ring of power,need chance brings light ring power
156,"It is a gift, I say; a gift to the foes of Mordor.",it is a gift i say a gift to the foes of mordor,gift say gift foes mordor
157,"It is mad not to use it, to use the power of the Enemy against him.",it is mad not to use it to use the power of the enemy against him,mad use use power enemy
158,"The fearless, the ruthless, these alone will achieve victory.",the fearless the ruthless these alone will achieve victory,fearless ruthless alone achieve victory
159,"What could not a warrior do in this hour, a great leader?",what could not a warrior do in this hour a great leader,could warrior hour great leader
160,What could not Aragorn do?,what could not aragorn do,could aragorn
161,"Or if he refuses, why not Boromir?",or if he refuses why not boromir,refuses boromir
162,The Ring would give me power of Command.,the ring would give me power of command,ring would give power command
163,"How I would drive the hosts of Mordor, and all men would flock to my banner!'",how i would drive the hosts of mordor and all men would flock to my banner,would drive hosts mordor men would flock banner
164,"Boromir strode up and down, speaking ever more loudly: Almost he seemed to have forgotten Frodo, while his talk dwelt on walls and weapons, and the mustering of men; and he drew plans for great alliances and glorious victories to be; and he cast down Mordor, and became himself a mighty king, benevolent and wise.",boromir strode up and down speaking ever more loudly almost he seemed to have forgotten frodo while his talk dwelt on walls and weapons and the mustering of men and he drew plans for great alliances and glorious victories to be and he cast down mordor and became himself a mighty king benevolent and wise,boromir strode speaking ever loudly almost seemed forgotten frodo talk dwelt walls weapons mustering men drew plans great alliances glorious victories cast mordor became mighty king benevolent wise
165,Suddenly he stopped and waved his arms.,suddenly he stopped and waved his arms,suddenly stopped waved arms
166,'And they tell us to throw it away!',and they tell us to throw it away,tell us throw away
167,he cried.,he cried,cried
168,`I do not say _destroy_ it.,i do not say destroy it,say destroy
169,"That might be well, if reason could show any hope of doing so.",that might be well if reason could show any hope of doing so,might well reason could show hope
170,It does not.,it does not,
171,The only plan that is proposed to us is that a halfling should walk blindly into Mordor and offer the Enemy every chance of recapturing it for himself.,the only plan that is proposed to us is that a halfling should walk blindly into mordor and offer the enemy every chance of recapturing it for himself,plan proposed us halfling walk blindly mordor offer enemy every chance recapturing
172,Folly!,folly,folly
173,"'Surely you see it, my friend?'",surely you see it my friend,surely see friend
174,"he said, turning now suddenly to Frodo again.",he said turning now suddenly to frodo again,said turning suddenly frodo
175,`You say that you are afraid.,you say that you are afraid,say afraid
176,"If it is so, the boldest should pardon you.",if it is so the boldest should pardon you,boldest pardon
177,But is it not really your good sense that revolts?',but is it not really your good sense that revolts,really good sense revolts
178,"'No, I am afraid,' said Frodo.",no i am afraid said frodo,afraid said frodo
179,'Simply afraid.,simply afraid,simply afraid
180,But I am glad to have heard you speak so fully.,but i am glad to have heard you speak so fully,glad heard speak fully
181,My mind is clearer now.',my mind is clearer now,mind clearer
182,`Then you will come to Minas Tirith? ',then you will come to minas tirith,come minas tirith
183,cried Boromir.,cried boromir,cried boromir
184,His eyes were shining and his face eager.,his eyes were shining and his face eager,eyes shining face eager
185,"`You misunderstand me,' said Frodo.",you misunderstand me said frodo,misunderstand said frodo
186,"'But you will come, at least for a while? '",but you will come at least for a while,come least
187,Boromir persisted.,boromir persisted,boromir persisted
188,'My city is not far now; and it is little further from there to Mordor than from here.,my city is not far now and it is little further from there to mordor than from here,city far little mordor
189,"We have been long in the wilderness, and you need news of what the Enemy is doing before you make a move.",we have been long in the wilderness and you need news of what the enemy is doing before you make a move,long wilderness need news enemy make move
190,"Come with me, Frodo,' he said.",come with me frodo he said,come frodo said
191,`You need rest before your venture.,you need rest before your venture,need rest venture
192,if go you must.',if go you must,go must
193,He laid his hand on the hobbit's shoulder in friendly fashion; but Frodo felt the hand trembling with suppressed excitement.,he laid his hand on the hobbits shoulder in friendly fashion but frodo felt the hand trembling with suppressed excitement,laid hand hobbits shoulder friendly fashion frodo felt hand trembling suppressed excitement
194,"He stepped quickly away, and eyed with alarm the tall Man, nearly twice his height and many times his match in strength.",he stepped quickly away and eyed with alarm the tall man nearly twice his height and many times his match in strength,stepped quickly away eyed alarm tall man nearly twice height many times match strength
195,`Why are you so unfriendly? ',why are you so unfriendly,unfriendly
196,said Boromir.,said boromir,said boromir
197,"`I am a true man, neither thief nor tracker.",i am a true man neither thief nor tracker,true man neither thief tracker
198,I need your Ring: that you know now; but I give you my word that I do not desire to keep it.,i need your ring that you know now but i give you my word that i do not desire to keep it,need ring know give word desire keep
199,Will you not at least let me make trial of my plan?,will you not at least let me make trial of my plan,least let make trial plan
200,Lend me the Ring! ',lend me the ring,lend ring
201,`No!,no,
202,no! ',no,
203,cried Frodo.,cried frodo,cried frodo
204,'The Council laid it upon me to bear it.',the council laid it upon me to bear it,council laid upon bear
205,"`It is by our own folly that the Enemy will defeat us,' cried Boromir.",it is by our own folly that the enemy will defeat us cried boromir,folly enemy defeat us cried boromir
206,`How it angers me!,how it angers me,angers
207,Fool!,fool,fool
208,Obstinate fool!,obstinate fool,obstinate fool
209,Running wilfully to death and ruining our cause.,running wilfully to death and ruining our cause,running wilfully death ruining cause
210,"If any mortals have claim to the Ring, it is the men of Númenor, and not Halflings.",if any mortals have claim to the ring it is the men of numenor and not halflings,mortals claim ring men numenor halflings
211,It is not yours save by unhappy chance.,it is not yours save by unhappy chance,save unhappy chance
212,It might have been mine.,it might have been mine,might mine
213,It should be mine.,it should be mine,mine
214,Give it to me! ',give it to me,give
215,"Frodo did not answer, but moved away till the great flat stone stood between them.",frodo did not answer but moved away till the great flat stone stood between them,frodo answer moved away till great flat stone stood
216,"`Come, come, my friend! '",come come my friend,come come friend
217,said Boromir in a softer voice.,said boromir in a softer voice,said boromir softer voice
218,'Why not get rid of it?,why not get rid of it,get rid
219,Why not be free of your doubt and fear?,why not be free of your doubt and fear,free doubt fear
220,"You can lay the blame on me, if you will.",you can lay the blame on me if you will,lay blame
221,You can say that I was too strong and took it by force.,you can say that i was too strong and took it by force,say strong took force
222,"For I am too strong for you, halfling,' he cried; and suddenly he sprang over the stone and leaped at Frodo.",for i am too strong for you halfling he cried and suddenly he sprang over the stone and leaped at frodo,strong halfling cried suddenly sprang stone leaped frodo
223,His fair and pleasant face was hideously changed; a raging fire was in his eyes.,his fair and pleasant face was hideously changed a raging fire was in his eyes,fair pleasant face hideously changed raging fire eyes
224,Frodo dodged aside and again put the stone between them.,frodo dodged aside and again put the stone between them,frodo dodged aside put stone
225,"There was only one thing he could do: trembling he pulled out the Ring upon its chain and quickly slipped it on his finger, even as Boromir sprang at him again.",there was only one thing he could do trembling he pulled out the ring upon its chain and quickly slipped it on his finger even as boromir sprang at him again,one thing could trembling pulled ring upon chain quickly slipped finger even boromir sprang
226,"The Man gasped, stared for a moment amazed, and then ran wildly about, seeking here and there among the rocks and trees.",the man gasped stared for a moment amazed and then ran wildly about seeking here and there among the rocks and trees,man gasped stared moment amazed ran wildly seeking among rocks trees
227,'Miserable trickster!',miserable trickster,miserable trickster
228,he shouted.,he shouted,shouted
229,`Let me get my hands on you!,let me get my hands on you,let get hands
230,Now I see your mind.,now i see your mind,see mind
231,You will take the Ring to Sauron and sell us all.,you will take the ring to sauron and sell us all,take ring sauron sell us
232,You have only waited your chance to leave us in the lurch.,you have only waited your chance to leave us in the lurch,waited chance leave us lurch
233,Curse you and all halflings to death and darkness! ',curse you and all halflings to death and darkness,curse halflings death darkness
234,"Then, catching his foot on a stone, he fell sprawling and lay upon his face.",then catching his foot on a stone he fell sprawling and lay upon his face,catching foot stone fell sprawling lay upon face
235,For a while he was as still as if his own curse had struck him down; then suddenly he wept.,for a while he was as still as if his own curse had struck him down then suddenly he wept,still curse struck suddenly wept
236,"He rose and passed his hand over his eyes, dashing away the tears.",he rose and passed his hand over his eyes dashing away the tears,rose passed hand eyes dashing away tears
237,'What have I said? ',what have i said,said
238,he cried.,he cried,cried
239,`What have I done?,what have i done,done
240,"Frodo, Frodo! '",frodo frodo,frodo frodo
241,he called.,he called,called
242,'Come back!,come back,come back
243,"A madness took me, but it has passed.",a madness took me but it has passed,madness took passed
244,Come back! ',come back,come back
245,There was no answer.,there was no answer,answer
246,Frodo did not even hear his cries.,frodo did not even hear his cries,frodo even hear cries
247,"He was already far away, leaping blindly up the path to the hill-top.",he was already far away leaping blindly up the path to the hilltop,already far away leaping blindly path hilltop
248,"Terror and grief shook him, seeing in his thought the mad fierce face of Boromir, and his burning eyes.",terror and grief shook him seeing in his thought the mad fierce face of boromir and his burning eyes,terror grief shook seeing thought mad fierce face boromir burning eyes
249,"Soon he came out alone on the summit of Amon Hen, and halted, gasping for breath.",soon he came out alone on the summit of amon hen and halted gasping for breath,soon came alone summit amon hen halted gasping breath
250,"He saw as through a mist a wide flat circle, paved with mighty flags, and surrounded with a crumbling battlement; and in the middle, set upon four carven pillars, was a high seat, reached by a stair of many steps.",he saw as through a mist a wide flat circle paved with mighty flags and surrounded with a crumbling battlement and in the middle set upon four carven pillars was a high seat reached by a stair of many steps,saw mist wide flat circle paved mighty flags surrounded crumbling battlement middle set upon four carven pillars high seat reached stair many steps
251,"Up he went and sat upon the ancient chair, feeling like a lost child that had clambered upon the throne of mountain-kings.",up he went and sat upon the ancient chair feeling like a lost child that had clambered upon the throne of mountainkings,went sat upon ancient chair feeling like lost child clambered upon throne mountainkings
252,At first he could see little.,at first he could see little,first could see little
253,He seemed to be in a world of mist in which there were only shadows: the Ring was upon him.,he seemed to be in a world of mist in which there were only shadows the ring was upon him,seemed world mist shadows ring upon
254,"Then here and there the mist gave way and he saw many visions: small and clear as if they were under his eyes upon a table, and yet remote.",then here and there the mist gave way and he saw many visions small and clear as if they were under his eyes upon a table and yet remote,mist gave way saw many visions small clear eyes upon table yet remote
255,"There was no sound, only bright living images.",there was no sound only bright living images,sound bright living images
256,The world seemed to have shrunk and fallen silent.,the world seemed to have shrunk and fallen silent,world seemed shrunk fallen silent
257,"He was sitting upon the Seat of Seeing, on Amon Hen, the Hill of the Eye of the Men of Númenor.",he was sitting upon the seat of seeing on amon hen the hill of the eye of the men of numenor,sitting upon seat seeing amon hen hill eye men numenor
258,"Eastward he looked into wide uncharted lands, nameless plains, and forests unexplored.",eastward he looked into wide uncharted lands nameless plains and forests unexplored,eastward looked wide uncharted lands nameless plains forests unexplored
259,"Northward he looked, and the Great River lay like a ribbon beneath him, and the Misty Mountains stood small and hard as broken teeth.",northward he looked and the great river lay like a ribbon beneath him and the misty mountains stood small and hard as broken teeth,northward looked great river lay like ribbon beneath misty mountains stood small hard broken teeth
260,"Westward he looked and saw the broad pastures of Rohan; and Orthanc, the pinnacle of Isengard, like a black spike.",westward he looked and saw the broad pastures of rohan and orthanc the pinnacle of isengard like a black spike,westward looked saw broad pastures rohan orthanc pinnacle isengard like black spike
261,"Southward he looked, and below his very feet the Great River curled like a toppling wave and plunged over the falls of Rauros into a foaming pit; a glimmering rainbow played upon the fume.",southward he looked and below his very feet the great river curled like a toppling wave and plunged over the falls of rauros into a foaming pit a glimmering rainbow played upon the fume,southward looked feet great river curled like toppling wave plunged falls rauros foaming pit glimmering rainbow played upon fume
262,"And Ethir Anduin he saw, the mighty delta of the River, and myriads of sea-birds whirling like a white dust in the sun, and beneath them a green and silver sea, rippling in endless lines.",and ethir anduin he saw the mighty delta of the river and myriads of seabirds whirling like a white dust in the sun and beneath them a green and silver sea rippling in endless lines,ethir anduin saw mighty delta river myriads seabirds whirling like white dust sun beneath green silver sea rippling endless lines
263,But everywhere he looked he saw the signs of war.,but everywhere he looked he saw the signs of war,everywhere looked saw signs war
264,The Misty Mountains were crawling like anthills: orcs were issuing out of a thousand holes.,the misty mountains were crawling like anthills orcs were issuing out of a thousand holes,misty mountains crawling like anthills orcs issuing thousand holes
